evm.model.hic_scaffold_3_pilon.922,hypothetical protein
evm.model.hic_scaffold_3_pilon.925,PREDICTED: uncharacterized protein LOC109596203
evm.model.hic_scaffold_3_pilon.924,hypothetical protein C0Q70_14104
evm.model.hic_scaffold_3_pilon.927,General transcription factor IIH subunit 2
evm.model.hic_scaffold_3_pilon.926,Dynactin subunit 2
evm.model.hic_scaffold_3_pilon.929,26S proteasome regulatory subunit 8
evm.model.hic_scaffold_3_pilon.928,Probable tyrosyl-DNA phosphodiesterase
evm.model.hic_scaffold_3_pilon.912,hypothetical protein
evm.model.hic_scaffold_3_pilon.1434,Protein phosphatase PP2A 55 kDa regulatory subunit
evm.model.hic_scaffold_3_pilon.913,hypothetical protein
evm.model.hic_scaffold_3_pilon.136,DnaJ homolog subfamily C member 5
evm.model.hic_scaffold_3_pilon.135,Translation initiation factor eIF-2B subunit gamma
evm.model.hic_scaffold_3_pilon.132,Elongation factor Tu, mitochondrial
evm.model.hic_scaffold_3_pilon.133,BTB/POZ domain-containing protein KCTD9
evm.model.hic_scaffold_3_pilon.960,hypothetical protein
evm.model.hic_scaffold_3_pilon.138,Glucose dehydrogenase [FAD, quinone]
evm.model.hic_scaffold_3_pilon.1431,Ubiquitin-like domain-containing CTD phosphatase 1
evm.model.hic_scaffold_3_pilon.1430,Phosphatidylinositide phosphatase SAC2
evm.model.hic_scaffold_3_pilon.1433,PREDICTED: uncharacterized protein LOC108557543
evm.model.hic_scaffold_3_pilon.1459,hypothetical protein
evm.model.hic_scaffold_3_pilon.1453,Tektin-1
evm.model.hic_scaffold_3_pilon.1028,hypothetical protein
evm.model.hic_scaffold_3_pilon.1452,uncharacterized protein LOC111865658
evm.model.hic_scaffold_3_pilon.1029,A-kinase anchor protein 10, mitochondrial
evm.model.hic_scaffold_3_pilon.1454,Vacuolar protein sorting-associated protein 51 homolog
evm.model.hic_scaffold_3_pilon.825,uncharacterized protein LUCCR_226550, partial
evm.model.hic_scaffold_3_pilon.753,Copper homeostasis protein CutC
evm.model.hic_scaffold_3_pilon.837,Protein white
evm.model.hic_scaffold_3_pilon.563,Serine/threonine-protein kinase ATR
evm.model.hic_scaffold_3_pilon.29,ADP-ribosylation factor-like protein 3
evm.model.hic_scaffold_3_pilon.565,60S ribosomal protein L10
evm.model.hic_scaffold_3_pilon.564,PREDICTED: serine/threonine-protein kinase atr-like
evm.model.hic_scaffold_3_pilon.835,Corrinoid adenosyltransferase
evm.model.hic_scaffold_3_pilon.569,Inactive histone-lysine N-methyltransferase 2E
evm.model.hic_scaffold_3_pilon.568,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5
evm.model.hic_scaffold_3_pilon.757,hypothetical protein
evm.model.hic_scaffold_3_pilon.754,ABC transporter G family member 23
evm.model.hic_scaffold_3_pilon.832,PREDICTED: WD repeat-containing protein 5-like isoform X1
evm.model.hic_scaffold_3_pilon.348,PREDICTED: cuticle protein 18.7-like
evm.model.hic_scaffold_3_pilon.281,Isocitrate dehydrogenase cytoplasmic
evm.model.hic_scaffold_3_pilon.948,hypothetical protein AMK59_6417
evm.model.hic_scaffold_3_pilon.941,hypothetical protein
evm.model.hic_scaffold_3_pilon.940,Ankyrin repeat and MYND domain-containing protein 2
evm.model.hic_scaffold_3_pilon.947,B-cell CLL/lymphoma 7 protein family member B
evm.model.hic_scaffold_3_pilon.946,hypothetical protein
evm.model.hic_scaffold_3_pilon.945,Activated CDC42 kinase 1
evm.model.hic_scaffold_3_pilon.944,BET1 homolog
evm.model.hic_scaffold_3_pilon.341,PREDICTED: zinc finger protein 99-like isoform X1
evm.model.hic_scaffold_3_pilon.340,hypothetical protein
evm.model.hic_scaffold_3_pilon.343,TBC1 domain family member 9
evm.model.hic_scaffold_3_pilon.347,PREDICTED: cuticle protein 18.7-like
evm.model.hic_scaffold_3_pilon.34,E3 ubiquitin-protein ligase TRIM37
evm.model.hic_scaffold_3_pilon.1270,PREDICTED: uncharacterized protein LOC100141518
evm.model.hic_scaffold_3_pilon.770,Rap guanine nucleotide exchange factor 4
evm.model.hic_scaffold_3_pilon.1274,UDP-glucuronosyltransferase 2B1
evm.model.hic_scaffold_3_pilon.35,RPII140-upstream gene protein
evm.model.hic_scaffold_3_pilon.369,PREDICTED: protein disulfide-isomerase A4
evm.model.hic_scaffold_3_pilon.368,Vacuolar protein sorting-associated protein 52 homolog
evm.model.hic_scaffold_3_pilon.367,U4/U6 small nuclear ribonucleoprotein Prp31
evm.model.hic_scaffold_3_pilon.366,Probable cytosolic Fe-S cluster assembly factor GK14772
evm.model.hic_scaffold_3_pilon.365,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit
evm.model.hic_scaffold_3_pilon.364,DDB1- and CUL4-associated factor 15
evm.model.hic_scaffold_3_pilon.363,hypothetical protein
evm.model.hic_scaffold_3_pilon.362,STIP1 homology and U box-containing protein 1
evm.model.hic_scaffold_3_pilon.361,hypothetical protein
evm.model.hic_scaffold_3_pilon.360,Octopamine receptor Oamb
evm.model.hic_scaffold_3_pilon.772,Formin-like protein
evm.model.hic_scaffold_3_pilon.749,Serine/threonine-protein kinase STK11
evm.model.hic_scaffold_3_pilon.748,Glycogen debranching enzyme
evm.model.hic_scaffold_3_pilon.773,Formin-like protein
evm.model.hic_scaffold_3_pilon.774,Gustatory receptor
evm.model.hic_scaffold_3_pilon.1364,Inositol-trisphosphate 3-kinase homolog
evm.model.hic_scaffold_3_pilon.777,Patched domain-containing protein 3
evm.model.hic_scaffold_3_pilon.169,NADPH--cytochrome P450 reductase
evm.model.hic_scaffold_3_pilon.1111,hypothetical protein
evm.model.hic_scaffold_3_pilon.635,Cytosol aminopeptidase
evm.model.hic_scaffold_3_pilon.1338,Serine/threonine-protein kinase 32B
evm.model.hic_scaffold_3_pilon.636,Cytosol aminopeptidase
evm.model.hic_scaffold_3_pilon.759,hypothetical protein
evm.model.hic_scaffold_3_pilon.631,DTW domain-containing protein 2
evm.model.hic_scaffold_3_pilon.554,Nitric oxide synthase
evm.model.hic_scaffold_3_pilon.555,PREDICTED: leukocyte surface antigen CD53-like
evm.model.hic_scaffold_3_pilon.556,COP9 signalosome complex subunit 5
evm.model.hic_scaffold_3_pilon.557,AP-1 complex subunit gamma-1
evm.model.hic_scaffold_3_pilon.550,hypothetical protein TcasGA2_TC008585
evm.model.hic_scaffold_3_pilon.551,hypothetical protein TcasGA2_TC008585
evm.model.hic_scaffold_3_pilon.553,Nitric oxide synthase
evm.model.hic_scaffold_3_pilon.558,ADP-ribosylation factor-related protein 1
evm.model.hic_scaffold_3_pilon.559,Sugar transporter SWEET1
evm.model.hic_scaffold_3_pilon.888,Dehydrogenase/reductase SDR family member 7
evm.model.hic_scaffold_3_pilon.1296,Dopamine receptor 1
evm.model.hic_scaffold_3_pilon.74,Serine/threonine-protein kinase/endoribonuclease ire-1
evm.model.hic_scaffold_3_pilon.75,hypothetical protein
evm.model.hic_scaffold_3_pilon.76,hypothetical protein
evm.model.hic_scaffold_3_pilon.77,hypothetical protein
evm.model.hic_scaffold_3_pilon.70,Regulator of G-protein signaling 11
evm.model.hic_scaffold_3_pilon.71,Nuclear pore complex protein Nup160 homolog
evm.model.hic_scaffold_3_pilon.72,Sodium/hydrogen exchanger 10
evm.model.hic_scaffold_3_pilon.73,AGAP005332-PC
evm.model.hic_scaffold_3_pilon.41,PREDICTED: prolyl 3-hydroxylase sudestada1
evm.model.hic_scaffold_3_pilon.40,Transcription factor E2F5
evm.model.hic_scaffold_3_pilon.42,MICAL-like protein 2
evm.model.hic_scaffold_3_pilon.45,Protein-lysine N-methyltransferase EEF2KMT
evm.model.hic_scaffold_3_pilon.44,hypothetical protein
evm.model.hic_scaffold_3_pilon.46,Protein saal1
evm.model.hic_scaffold_3_pilon.49,Putative fatty acyl-CoA reductase CG5065
evm.model.hic_scaffold_3_pilon.48,Putative fatty acyl-CoA reductase CG5065
evm.model.hic_scaffold_3_pilon.240,PREDICTED: uncharacterized protein LOC108558269
evm.model.hic_scaffold_3_pilon.602,RecQ-mediated genome instability protein 1
evm.model.hic_scaffold_3_pilon.989,High affinity cationic amino acid transporter 1
evm.model.hic_scaffold_3_pilon.613,uncharacterized protein LOC111509367
evm.model.hic_scaffold_3_pilon.612,PREDICTED: uncharacterized protein LOC108566307
evm.model.hic_scaffold_3_pilon.228,Glycine dehydrogenase (decarboxylating), mitochondrial
evm.model.hic_scaffold_3_pilon.226,Protein transport protein Sec61 subunit alpha isoform 2
evm.model.hic_scaffold_3_pilon.227,Glycine dehydrogenase (decarboxylating), mitochondrial
evm.model.hic_scaffold_3_pilon.224,PREDICTED: uncharacterized protein LOC108560767
evm.model.hic_scaffold_3_pilon.225,MICOS complex subunit MIC10
evm.model.hic_scaffold_3_pilon.222,Protein sneaky
evm.model.hic_scaffold_3_pilon.223,Leukocyte elastase inhibitor
evm.model.hic_scaffold_3_pilon.965,blast:Actin cytoskeleton-regulatory complex protein pan1
evm.model.hic_scaffold_3_pilon.964,hypothetical protein
evm.model.hic_scaffold_3_pilon.967,hypothetical protein
evm.model.hic_scaffold_3_pilon.966,hypothetical protein
evm.model.hic_scaffold_3_pilon.961,PREDICTED: uncharacterized protein LOC108559137
evm.model.hic_scaffold_3_pilon.963,Little elongation complex subunit 2
evm.model.hic_scaffold_3_pilon.962,hypothetical protein
evm.model.hic_scaffold_3_pilon.969,uncharacterized protein LOC114247107 isoform X1
evm.model.hic_scaffold_3_pilon.968,Inositol hexakisphosphate kinase 3
evm.model.hic_scaffold_3_pilon.615,DUF1676 domain containing protein
evm.model.hic_scaffold_3_pilon.127,Retinol-binding protein pinta
evm.model.hic_scaffold_3_pilon.614,uncharacterized protein LUCCR_46540
evm.model.hic_scaffold_3_pilon.854,Pancreatic triacylglycerol lipase
evm.model.hic_scaffold_3_pilon.243,PREDICTED: uncharacterized protein LOC108558226
evm.model.hic_scaffold_3_pilon.856,Splicing factor 3B subunit 1
evm.model.hic_scaffold_3_pilon.167,60S ribosomal protein L23a
evm.model.hic_scaffold_3_pilon.852,hypothetical protein
evm.model.hic_scaffold_3_pilon.1280,Protein phosphatase 1E
evm.model.hic_scaffold_3_pilon.1116,hypothetical protein
evm.model.hic_scaffold_3_pilon.1117,U4/U6.U5 tri-snRNP-associated protein 1
evm.model.hic_scaffold_3_pilon.752,Cilia- and flagella-associated protein 58
evm.model.hic_scaffold_3_pilon.1114,hypothetical protein
evm.model.hic_scaffold_3_pilon.717,Lateral signaling target protein 2 homolog
evm.model.hic_scaffold_3_pilon.1113,uncharacterized protein LOC111416897
evm.model.hic_scaffold_3_pilon.1110,Thioredoxin domain-containing protein 17
evm.model.hic_scaffold_3_pilon.710,hypothetical protein
evm.model.hic_scaffold_3_pilon.711,rhomboid-related protein 2-like
evm.model.hic_scaffold_3_pilon.1383,PREDICTED: uncharacterized protein LOC108565681
evm.model.hic_scaffold_3_pilon.1382,Protein singles bar
evm.model.hic_scaffold_3_pilon.1381,hypothetical protein
evm.model.hic_scaffold_3_pilon.1380,CAD protein
evm.model.hic_scaffold_3_pilon.750,hypothetical protein
evm.model.hic_scaffold_3_pilon.1385,PREDICTED: uncharacterized protein LOC108565679
evm.model.hic_scaffold_3_pilon.1384,PREDICTED: uncharacterized protein LOC108565681
evm.model.hic_scaffold_3_pilon.1389,Target of rapamycin complex subunit lst8
evm.model.hic_scaffold_3_pilon.1388,Nuclear receptor-binding protein homolog
evm.model.hic_scaffold_3_pilon.1033,uncharacterized protein LOC110833576
evm.model.hic_scaffold_3_pilon.1032,V-type proton ATPase 21 kDa proteolipid subunit
evm.model.hic_scaffold_3_pilon.1035,Serine-arginine protein 55
evm.model.hic_scaffold_3_pilon.1034,Nck-associated protein 5
evm.model.hic_scaffold_3_pilon.1037,Protein melted
evm.model.hic_scaffold_3_pilon.1036,Dual specificity protein phosphatase 19
evm.model.hic_scaffold_3_pilon.812,hypothetical protein
evm.model.hic_scaffold_3_pilon.578,Vacuolar protein sorting-associated protein 54
evm.model.hic_scaffold_3_pilon.579,Transmembrane protein 201
evm.model.hic_scaffold_3_pilon.576,Tetraspanin-6
evm.model.hic_scaffold_3_pilon.577,CD63 antigen
evm.model.hic_scaffold_3_pilon.574,Pre-mRNA-processing factor 19
evm.model.hic_scaffold_3_pilon.572,eIF-2-alpha kinase activator GCN1
evm.model.hic_scaffold_3_pilon.573,rRNA methyltransferase 3, mitochondrial
evm.model.hic_scaffold_3_pilon.570,hypothetical protein AMK59_7379, partial
evm.model.hic_scaffold_3_pilon.776,7tm Odorant receptor
evm.model.hic_scaffold_3_pilon.267,Venom serine carboxypeptidase
evm.model.hic_scaffold_3_pilon.756,Ras-related protein Ral-a
evm.model.hic_scaffold_3_pilon.264,PREDICTED: uncharacterized protein LOC108562366
evm.model.hic_scaffold_3_pilon.63,PREDICTED: serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform-like isoform X1
evm.model.hic_scaffold_3_pilon.62,PREDICTED: nesprin-1 isoform X13
evm.model.hic_scaffold_3_pilon.61,PREDICTED: uncharacterized protein LOC108558851
evm.model.hic_scaffold_3_pilon.60,hypothetical protein
evm.model.hic_scaffold_3_pilon.65,uncharacterized protein LOC6644286 isoform X2
evm.model.hic_scaffold_3_pilon.64,Nesprin-1
evm.model.hic_scaffold_3_pilon.1281,fatty acid-binding protein-like
evm.model.hic_scaffold_3_pilon.268,Venom serine carboxypeptidase
evm.model.hic_scaffold_3_pilon.269,Probable G-protein coupled receptor B0563.6
evm.model.hic_scaffold_3_pilon.771,AP-2 complex subunit mu
evm.model.hic_scaffold_3_pilon.386,hypothetical protein
evm.model.hic_scaffold_3_pilon.381,Splicing factor 3B subunit 6
evm.model.hic_scaffold_3_pilon.380,Gustatory receptor
evm.model.hic_scaffold_3_pilon.382,Proteasome activator complex subunit 3
evm.model.hic_scaffold_3_pilon.639,Ras-related protein Rab-3
evm.model.hic_scaffold_3_pilon.638,Pancreatic triacylglycerol lipase
evm.model.hic_scaffold_3_pilon.637,Glutamate receptor ionotropic, NMDA 3A
evm.model.hic_scaffold_3_pilon.633,Disintegrin and metalloproteinase domain-containing protein unc-71
evm.model.hic_scaffold_3_pilon.632,Probable elongator complex protein 2
evm.model.hic_scaffold_3_pilon.755,ABC transporter G family member 23
evm.model.hic_scaffold_3_pilon.323,Calcium-transporting ATPase sarcoplasmic/endoplasmic reticulum type
evm.model.hic_scaffold_3_pilon.322,Acylphosphatase-2
evm.model.hic_scaffold_3_pilon.321,uncharacterized protein LOC111428035
evm.model.hic_scaffold_3_pilon.320,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6
evm.model.hic_scaffold_3_pilon.327,hypothetical protein
evm.model.hic_scaffold_3_pilon.326,hypothetical protein
evm.model.hic_scaffold_3_pilon.325,PREDICTED: zinc finger protein 236-like
evm.model.hic_scaffold_3_pilon.324,Trafficking protein particle complex subunit 11
evm.model.hic_scaffold_3_pilon.329,hypothetical protein
evm.model.hic_scaffold_3_pilon.328,hypothetical protein
evm.model.hic_scaffold_3_pilon.1292,PREDICTED: microtubule-associated protein futsch-like
evm.model.hic_scaffold_3_pilon.143,ABC transporter G family member 23
evm.model.hic_scaffold_3_pilon.142,Peroxisome proliferator-activated receptor gamma coactivator-related protein 1
evm.model.hic_scaffold_3_pilon.141,28S ribosomal protein S18c, mitochondrial
evm.model.hic_scaffold_3_pilon.140,uncharacterized protein LOC111510234
evm.model.hic_scaffold_3_pilon.147,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7
evm.model.hic_scaffold_3_pilon.146,Phospholipase A-2-activating protein
evm.model.hic_scaffold_3_pilon.145,General odorant-binding protein 72 (Fragment)
evm.model.hic_scaffold_3_pilon.973,blast:Actin cytoskeleton-regulatory complex protein pan1
evm.model.hic_scaffold_3_pilon.144,General odorant-binding protein 72 (Fragment)
evm.model.hic_scaffold_3_pilon.600,Gag-Pol polyprotein (Fragment)
evm.model.hic_scaffold_3_pilon.149,PIH1 domain-containing protein 1
evm.model.hic_scaffold_3_pilon.977,Type II inositol 1,4,5-trisphosphate 5-phosphatase
evm.model.hic_scaffold_3_pilon.148,Rapamycin-insensitive companion of mTOR
evm.model.hic_scaffold_3_pilon.672,Endoplasmin
evm.model.hic_scaffold_3_pilon.212,hypothetical protein
evm.model.hic_scaffold_3_pilon.1371,hypothetical protein
evm.model.hic_scaffold_3_pilon.1031,hypothetical protein
evm.model.hic_scaffold_3_pilon.1030,hypothetical protein
evm.model.hic_scaffold_3_pilon.677,PREDICTED: shootin-1
evm.model.hic_scaffold_3_pilon.676,Dual specificity testis-specific protein kinase 2
evm.model.hic_scaffold_3_pilon.1465,PREDICTED: uncharacterized protein LOC657682 isoform X6
evm.model.hic_scaffold_3_pilon.739,PREDICTED: uncharacterized protein LOC108558396 isoform X2
evm.model.hic_scaffold_3_pilon.775,Peroxisomal N(1)-acetyl-spermine/spermidine oxidase
evm.model.hic_scaffold_3_pilon.734,Uncharacterized protein C2orf42 homolog
evm.model.hic_scaffold_3_pilon.1057,hypothetical protein
evm.model.hic_scaffold_3_pilon.1055,Cystathionine gamma-lyase
evm.model.hic_scaffold_3_pilon.1054,Histone H2A deubiquitinase MYSM1
evm.model.hic_scaffold_3_pilon.1053,Histone H2A deubiquitinase MYSM1
evm.model.hic_scaffold_3_pilon.736,4-hydroxybutyrate coenzyme A transferase
evm.model.hic_scaffold_3_pilon.898,uncharacterized protein LUCCR_71250
evm.model.hic_scaffold_3_pilon.512,Ester hydrolase C11orf54 homolog
evm.model.hic_scaffold_3_pilon.513,E3 ubiquitin-protein ligase MARCH3
evm.model.hic_scaffold_3_pilon.514,E3 ubiquitin-protein ligase RNF34
evm.model.hic_scaffold_3_pilon.515,Thioredoxin-dependent peroxide reductase, mitochondrial
evm.model.hic_scaffold_3_pilon.516,Cytosolic non-specific dipeptidase
evm.model.hic_scaffold_3_pilon.517,Homeobox protein HMX3
evm.model.hic_scaffold_3_pilon.85,Dual specificity protein phosphatase Mpk3
evm.model.hic_scaffold_3_pilon.87,Nardilysin
evm.model.hic_scaffold_3_pilon.81,Superoxide dismutase [Cu-Zn]
evm.model.hic_scaffold_3_pilon.80,Ax dynein light domain containing protein
evm.model.hic_scaffold_3_pilon.83,TATA box-binding protein-associated factor RNA polymerase I subunit B
evm.model.hic_scaffold_3_pilon.82,myosin-11-like isoform X1
evm.model.hic_scaffold_3_pilon.89,GATOR complex protein NPRL3
evm.model.hic_scaffold_3_pilon.88,3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial
evm.model.hic_scaffold_3_pilon.880,[F-actin]-monooxygenase MICAL3
evm.model.hic_scaffold_3_pilon.241,PREDICTED: uncharacterized protein LOC108558243
evm.model.hic_scaffold_3_pilon.244,uncharacterized protein LOC111416897
evm.model.hic_scaffold_3_pilon.354,PREDICTED: uncharacterized protein LOC108558252
evm.model.hic_scaffold_3_pilon.351,PREDICTED: cuticle protein 18.7-like
evm.model.hic_scaffold_3_pilon.994,PREDICTED: ubiquitin-protein ligase E3B
evm.model.hic_scaffold_3_pilon.995,Serine/threonine-protein kinase NLK
evm.model.hic_scaffold_3_pilon.358,Cuticle protein 6
evm.model.hic_scaffold_3_pilon.359,facilitated trehalose transporter Tret1 like
evm.model.hic_scaffold_3_pilon.996,hypothetical protein
evm.model.hic_scaffold_3_pilon.991,Chromodomain-helicase-DNA-binding protein Mi-2 homolog
evm.model.hic_scaffold_3_pilon.758,Kinesin-like protein KIF9
evm.model.hic_scaffold_3_pilon.309,Serine/threonine-protein kinase fused
evm.model.hic_scaffold_3_pilon.308,Cytochrome P450 306a1
evm.model.hic_scaffold_3_pilon.659,PREDICTED: uncharacterized protein C12orf43 homolog
evm.model.hic_scaffold_3_pilon.658,S1 RNA-binding domain-containing protein 1
evm.model.hic_scaffold_3_pilon.305,39S ribosomal protein L4, mitochondrial
evm.model.hic_scaffold_3_pilon.307,Cytochrome P450 18a1
evm.model.hic_scaffold_3_pilon.306,Putative zinc metalloproteinase YIL108W
evm.model.hic_scaffold_3_pilon.301,uncharacterized protein LOC110373272
evm.model.hic_scaffold_3_pilon.300,Down syndrome cell adhesion molecule-like protein Dscam2
evm.model.hic_scaffold_3_pilon.303,Coenzyme Q-binding protein COQ10 homolog B, mitochondrial
evm.model.hic_scaffold_3_pilon.657,S1 RNA-binding domain-containing protein 1
evm.model.hic_scaffold_3_pilon.650,Cubilin
evm.model.hic_scaffold_3_pilon.1194,Brahma-associated protein of 60 kDa
evm.model.hic_scaffold_3_pilon.653,Dedicator of cytokinesis protein 1
evm.model.hic_scaffold_3_pilon.652,hypothetical protein
evm.model.hic_scaffold_3_pilon.1075,PREDICTED: thyrotropin-releasing hormone receptor-like isoform X2
evm.model.hic_scaffold_3_pilon.1074,hypothetical protein
evm.model.hic_scaffold_3_pilon.1077,hypothetical protein
evm.model.hic_scaffold_3_pilon.1076,Cytochrome c-type heme lyase
evm.model.hic_scaffold_3_pilon.1071,Gustatory receptor
evm.model.hic_scaffold_3_pilon.1070,Constitutive coactivator of PPAR-gamma-like protein 1 homolog
evm.model.hic_scaffold_3_pilon.1073,QRFP-like peptide receptor
evm.model.hic_scaffold_3_pilon.1072,Mycosubtilin synthase subunit C
evm.model.hic_scaffold_3_pilon.1079,Polypyrimidine tract-binding protein 1
evm.model.hic_scaffold_3_pilon.1078,hypothetical protein
evm.model.hic_scaffold_3_pilon.427,Cyclic AMP-responsive element-binding protein 1
evm.model.hic_scaffold_3_pilon.532,L-ascorbate oxidase-like Protein
evm.model.hic_scaffold_3_pilon.530,Pleckstrin homology domain-containing family A member 3
evm.model.hic_scaffold_3_pilon.531,Protein PTHB1
evm.model.hic_scaffold_3_pilon.536,uncharacterized protein LOC108913904
evm.model.hic_scaffold_3_pilon.537,Troponin C, isoform 1
evm.model.hic_scaffold_3_pilon.534,Partitioning defective 3 homolog
evm.model.hic_scaffold_3_pilon.535,PREDICTED: partitioning defective 3 homolog isoform X2
evm.model.hic_scaffold_3_pilon.538,Troponin C, isoform 1
evm.model.hic_scaffold_3_pilon.539,hypothetical protein
evm.model.hic_scaffold_3_pilon.828,Alpha-2C adrenergic receptor
evm.model.hic_scaffold_3_pilon.829,PREDICTED: cuticle protein 18.7-like
evm.model.hic_scaffold_3_pilon.798,Cytochrome b ascorbate-dependent protein 3
evm.model.hic_scaffold_3_pilon.796,hypothetical protein
evm.model.hic_scaffold_3_pilon.797,Receptor-type tyrosine-protein phosphatase N2
evm.model.hic_scaffold_3_pilon.794,PREDICTED: tetratricopeptide repeat protein 29-like
evm.model.hic_scaffold_3_pilon.795,ATP-dependent RNA helicase SUV3 homolog, mitochondrial
evm.model.hic_scaffold_3_pilon.792,hypothetical protein
evm.model.hic_scaffold_3_pilon.790,Superoxide dismutase [Cu-Zn]
evm.model.hic_scaffold_3_pilon.68,PREDICTED: uncharacterized protein LOC106115327
evm.model.hic_scaffold_3_pilon.575,RING-type E3 ubiquitin-protein ligase PPIL2
evm.model.hic_scaffold_3_pilon.1321,hypothetical protein
evm.model.hic_scaffold_3_pilon.1320,Protein-tyrosine sulfotransferase
evm.model.hic_scaffold_3_pilon.1323,Integrator complex subunit 5
evm.model.hic_scaffold_3_pilon.66,Nesprin-1
evm.model.hic_scaffold_3_pilon.1325,Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial
evm.model.hic_scaffold_3_pilon.1324,DNA-dependent protein kinase catalytic subunit
evm.model.hic_scaffold_3_pilon.1327,Probable peptide chain release factor C12orf65, mitochondrial
evm.model.hic_scaffold_3_pilon.1326,snRNA-activating protein complex subunit 4
evm.model.hic_scaffold_3_pilon.500,Lipoprotein lipase
evm.model.hic_scaffold_3_pilon.1297,Huntingtin
evm.model.hic_scaffold_3_pilon.1518,Xanthine dehydrogenase
evm.model.hic_scaffold_3_pilon.1519,Probable RNA-directed DNA polymerase from transposon X-element
evm.model.hic_scaffold_3_pilon.251,Craniofacial development protein 2
evm.model.hic_scaffold_3_pilon.257,PREDICTED: uncharacterized protein LOC108557170 isoform X1
evm.model.hic_scaffold_3_pilon.256,Protein xmas-2
evm.model.hic_scaffold_3_pilon.255,PREDICTED: uncharacterized protein LOC108559146
evm.model.hic_scaffold_3_pilon.1179,Probable 28S rRNA (cytosine-C(5))-methyltransferase
evm.model.hic_scaffold_3_pilon.1439,hypothetical protein LUCCR_116620, partial
evm.model.hic_scaffold_3_pilon.499,hypothetical protein
evm.model.hic_scaffold_3_pilon.498,Echinoderm microtubule-associated protein-like CG42247
evm.model.hic_scaffold_3_pilon.560,Transmembrane protein 65
evm.model.hic_scaffold_3_pilon.495,Protein chiffon
evm.model.hic_scaffold_3_pilon.494,6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2
evm.model.hic_scaffold_3_pilon.497,hypothetical protein
evm.model.hic_scaffold_3_pilon.186,Nose resistant to fluoxetine protein 6
evm.model.hic_scaffold_3_pilon.491,SH3 domain-binding protein 5 homolog
evm.model.hic_scaffold_3_pilon.490,PREDICTED: F-box/LRR-repeat protein 21
evm.model.hic_scaffold_3_pilon.493,hypothetical protein
evm.model.hic_scaffold_3_pilon.492,Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial
evm.model.hic_scaffold_3_pilon.848,Calmodulin-lysine N-methyltransferase
evm.model.hic_scaffold_3_pilon.1438,PREDICTED: antifreeze protein Maxi-like
evm.model.hic_scaffold_3_pilon.1435,Essential MCU regulator, mitochondrial
evm.model.hic_scaffold_3_pilon.1106,Calcium release-activated calcium channel protein 1
evm.model.hic_scaffold_3_pilon.1437,Tetraspanin-6
evm.model.hic_scaffold_3_pilon.566,60S ribosomal protein L10
evm.model.hic_scaffold_3_pilon.666,PREDICTED: palmitoyltransferase ZDHHC23
evm.model.hic_scaffold_3_pilon.204,Ras-related protein Rab-37
evm.model.hic_scaffold_3_pilon.645,DNA oxidative demethylase ALKBH2
evm.model.hic_scaffold_3_pilon.1432,Gem-associated protein 2
evm.model.hic_scaffold_3_pilon.206,Facilitated trehalose transporter Tret1
evm.model.hic_scaffold_3_pilon.667,zinc finger protein 239-like
evm.model.hic_scaffold_3_pilon.1099,Putative tRNA pseudouridine synthase Pus10
evm.model.hic_scaffold_3_pilon.1098,tRNA-splicing ligase RtcB homolog
evm.model.hic_scaffold_3_pilon.1093,uncharacterized protein LUCCR_164710
evm.model.hic_scaffold_3_pilon.1092,DNA repair protein complementing XP-A cells homolog
evm.model.hic_scaffold_3_pilon.1091,Dynactin subunit 1
evm.model.hic_scaffold_3_pilon.1090,uncharacterized protein LOC108742377
evm.model.hic_scaffold_3_pilon.1095,NECAP-like protein CG9132
evm.model.hic_scaffold_3_pilon.1094,Trafficking protein particle complex subunit 4
evm.model.hic_scaffold_3_pilon.1372,hypothetical protein
evm.model.hic_scaffold_3_pilon.1373,Protein pelota
evm.model.hic_scaffold_3_pilon.1175,hypothetical protein
evm.model.hic_scaffold_3_pilon.806,EEF1A lysine methyltransferase 2
evm.model.hic_scaffold_3_pilon.807,Peroxisomal membrane protein PEX14
evm.model.hic_scaffold_3_pilon.804,Transient receptor potential cation channel subfamily V member 6
evm.model.hic_scaffold_3_pilon.805,PREDICTED: uncharacterized protein LOC108563119
evm.model.hic_scaffold_3_pilon.800,hypothetical protein
evm.model.hic_scaffold_3_pilon.801,PREDICTED: peroxisomal acyl-coenzyme A oxidase 3-like
evm.model.hic_scaffold_3_pilon.203,Ribonuclease P/MRP protein subunit POP5
evm.model.hic_scaffold_3_pilon.664,Histone RNA hairpin-binding protein
evm.model.hic_scaffold_3_pilon.1302,transmembrane protein 47 isoform X1
evm.model.hic_scaffold_3_pilon.1376,uncharacterized protein LOC108740908
evm.model.hic_scaffold_3_pilon.1377,Atrial natriuretic peptide-converting enzyme
